0.3,15.0,1014.5312,96.51948,9.955655,1.1214269,0.7973634,0.6967022,0.5201924,0.40215525,0.30482787,0.23724961,0.16311765,0.09991629,0.07907459,0.09849075,0.09721358,0.10077618,0.10356207,0.10226108,534.66986,-1557.0441,1862.2346,1548.8123,1896.101,2421.439,902.1104,1717.635,1464.3009,3929.4275,-2400.0276,987.9866,2900.726,-3345.0688,-1285.0759
0.3,15.0,998.24316,101.93961,10.074839,1.0954403,0.79164547,0.6692082,0.50361544,0.39637932,0.3117353,0.22567004,0.15716957,0.101507954,0.08042761,0.10005548,0.09849562,0.10479533,0.10355986,0.10210206,-1003.5098,-1248.5535,691.01556,2065.8708,1375.9835,2336.9531,977.5744,2253.3381,1176.6008,5223.3755,-2898.9414,708.58734,4168.8594,-4165.1055,84.554436
0.3,15.0,1029.9178,103.04257,9.767931,1.132788,0.82140845,0.669169,0.51325154,0.3891224,0.31114355,0.23267528,0.16519293,0.09982938,0.077508375,0.09981234,0.09891516,0.09853045,0.10045742,0.09970186,-548.01,-1367.2476,1060.3516,1933.0269,1544.3173,2390.4905,1032.4148,2141.3313,1282.1917,4800.959,-2738.7039,817.17676,3824.8809,-4006.3733,-437.96588
0.3,15.0,984.91644,97.85681,9.827268,1.0996621,0.80976015,0.6595869,0.50967264,0.40630385,0.3092007,0.22534704,0.15795898,0.10233668,0.078728504,0.09982388,0.09995299,0.098472506,0.10008051,0.09838572,-1037.093,-1156.4238,584.94696,2083.9153,1422.7207,2391.9487,958.41254,2342.886,1172.7219,5288.193,-2985.7163,702.41113,4265.286,-4345.1226,53.495075
0.3,15.0,987.96906,96.43894,10.503751,1.1303414,0.7744252,0.6815375,0.51123744,0.39329788,0.31560883,0.23146896,0.1569655,0.099411175,0.07797016,0.09755501,0.09670814,0.099037334,0.098628856,0.100393996,-694.54315,-1333.7986,838.2434,1938.034,1522.4872,2350.302,885.87506,2103.0176,1225.6311,5028.6533,-2826.6816,714.0778,4032.121,-4037.2478,-28.272877
0.3,15.0,1004.6822,102.893005,9.919546,1.1261061,0.8036021,0.66398597,0.50425553,0.41049397,0.30382517,0.23290275,0.15972325,0.10044572,0.07985003,0.10136659,0.0985947,0.099825114,0.09733523,0.102608964,-1168.451,-1160.4792,486.80804,2101.841,1406.223,2355.5042,973.21375,2334.343,1138.2848,5378.0293,-2999.7073,658.68256,4384.495,-4377.727,265.9627
0.3,15.0,997.73145,100.17159,9.852734,1.12319,0.79504323,0.6644479,0.5036146,0.4043798,0.30764085,0.23426284,0.15422006,0.10095542,0.077360734,0.09864716,0.09933772,0.10109987,0.102110416,0.09726835,-266.02524,-1330.312,1147.6478,1822.7517,1618.3871,2397.0798,901.16345,2057.2097,1308.06,4608.073,-2646.018,812.5876,3629.5232,-3809.107,-573.209
0.3,15.0,1000.12463,97.72418,10.071855,1.0741057,0.809722,0.66301024,0.5038768,0.3942633,0.31038758,0.23262265,0.16016766,0.09852709,0.080889225,0.10129009,0.101564944,0.10072831,0.10158077,0.09610522,-413.052,-1340.6803,1229.2645,1852.9662,1583.774,2422.424,956.95123,2082.4736,1344.5114,4742.585,-2782.3823,892.7792,3687.7305,-3940.12,-657.8327
0.3,15.0,989.3808,98.57232,10.320548,1.0505414,0.82716316,0.66367626,0.5270613,0.40119407,0.31915087,0.22248532,0.16304736,0.09845942,0.08067483,0.09917373,0.10336427,0.09680962,0.098507784,0.09842554,-1960.2518,-952.6566,-3.8653178,2399.3018,1151.9828,2341.4312,1017.22534,2678.7773,984.5168,6127.942,-3358.514,616.5671,5000.799,-4979.647,730.4929
0.3,15.0,1008.6839,100.56142,9.913234,1.090522,0.7928201,0.6825402,0.51373583,0.40967324,0.31581748,0.23302847,0.16217548,0.10168458,0.07738023,0.10130876,0.09928911,0.10125444,0.10003904,0.10026805,-494.8333,-1363.0756,997.0422,1880.6866,1596.784,2362.1545,955.73865,2107.9492,1275.1415,4835.876,-2761.7905,771.42413,3825.308,-3927.7808,-351.7006
0.301,15.0,999.73926,99.84821,9.828437,1.0748479,0.8257343,0.6753149,0.52884394,0.4054747,0.3142899,0.23396923,0.1572293,0.097262874,0.078739636,0.09900295,0.10408753,0.09738317,0.09798523,0.10172416,-1067.5647,-1173.1089,598.6772,2089.9502,1416.5542,2383.2397,1030.8186,2356.3972,1192.9844,5314.3877,-3026.99,752.82874,4293.0527,-4386.251,-64.40692
0.301,15.0,994.39966,97.0956,9.79133,1.1341219,0.80960727,0.6855738,0.49361947,0.41033864,0.31275418,0.22336696,0.16247544,0.10038105,0.07991478,0.10209417,0.103154585,0.096374005,0.099006675,0.10024253,-1301.218,-1081.4988,301.81375,2130.5337,1385.3138,2381.4375,943.79236,2439.46,1108.1122,5516.2607,-3091.2627,588.99603,4581.184,-4507.2393,375.54193
0.301,15.0,1015.9831,103.31111,9.992645,1.0608273,0.81466377,0.6774301,0.50717896,0.39591432,0.30264035,0.24030276,0.16024642,0.10139526,0.08096149,0.1013452,0.102306284,0.1005235,0.09870751,0.09973256,-860.8333,-1290.4047,879.6394,1974.2075,1492.9918,2368.4395,997.51337,2222.584,1235.3634,5070.075,-2899.5068,808.3002,4092.6333,-4148.314,-221.70682
0.301,15.0,976.1054,97.96076,10.229658,1.0947155,0.79955804,0.67350966,0.47936612,0.40220264,0.3220859,0.23276985,0.15798767,0.098628804,0.07957264,0.10087237,0.10244603,0.09636975,0.10141758,0.101055816,-1385.8436,-1045.9324,277.5876,2132.5037,1357.8195,2391.3252,866.77686,2460.5083,1111.6294,5578.211,-3119.032,591.74805,4676.7773,-4534.4463,382.0654
